id,hsk_level,hanzi,pinyin,meaning_ja,explanation_ja,grammar_point_id,grammar_label_raw,source_site,source_id
677,3,情况很紧急，大家都很紧张，抓得很紧。,"qíngkuàng hěn jǐnjí, dàjiā dōu hěn jǐnzhāng, zhuā de hěn jǐn",状況はとても緊急で、みんなとても緊張しており、しっかり掴んでいる。,「一点都」で全否定、「打算」で予定を表す表現。,,一点都～／打算～,HSKsentences,677
678,3,他的进步很大，事情也进一步有了进展。,"tā de jìnbù hěn dà, shìqíng yě jìnyíbù yǒule jìnzhǎn",彼の進歩はとても大きく、物事もさらに進展した。,方向補語「来/去」や動作の連続を表す「就」の用法。,2,補語 来去／就（連続動作）,HSKsentences,678
679,3,近期他在学京剧。,jìnqī tā zài xué jīngjù,最近、彼は京劇を習っている。,選択の「还是/或者」や「又~又~」「越来越~」の表現。,,还是と或者／又～又～／越来越～,HSKsentences,679
680,3,他有丰富的经济经营经验，经历了很多事。,"tā yǒu fēngfù de jīngjì jīngyíng jīngyàn, jīnglìle hěn duō shì",彼は豊富な経済経営の経験があり、多くのことを経験した。,可能補語「~得~」や「刚才/刚刚」で直前の動作を表す。,,可能補語 得／刚才／刚刚,HSKsentences,680
681,3,表演很精彩，大家精神振奋，欣赏着美丽的景色。,"biǎoyǎn hěn jīngcǎi, dàjiā jīngshén zhènfèn, xīnshǎngzhe měilì de jǐngsè",公演はとても素晴らしく、みんな元気いっぱいで、美しい景色を楽しんでいる。,時間の長さを表す表現や「疑問詞+就+疑問詞」の用法。,,継続時間の表現／疑問詞+就+疑問詞,HSKsentences,681
682,3,警察让大家安静，等了很久。,"jǐngchá ràng dàjiā ānjìng, děngle hěn jiǔ",警察はみんなを静かにさせ、長く待った。,「越A越B」やA跟B一样で比較・程度を表す。,,越A越B／A跟B一样,HSKsentences,682
683,4,旧房子着火了，消防员救了大家，这就是英雄。,"jiù fángzi zháohuǒ le, xiāofángyuán jiùle dàjiā, zhè jiùshì yīngxióng",古い家が火事になり、消防士がみんなを救った、これこそ英雄だ。,「A比B多一些」の比較表現や「才/就」のニュアンスの違い。,43,比較 A比B多一些／才と就,HSKsentences,683
684,3,学校举办了就业讲座。,xuéxiào jǔbànle jiùyè jiǎngzuò,学校は就職の講座を開催した。,「把」を使って目的語をどう処理するかを述べる構文。,,把構文,HSKsentences,684
685,3,这个计划具有具体的目标。,zhège jìhuà jùyǒu jùtǐ de mùbiāo,この計画は具体的な目標を持っている。,同時進行の「一边~一边~」や「除了~以外~」の表現。,,一边～一边～／除了～以外～,HSKsentences,685
686,3,据说这个剧场很有名。,jùshuō zhège jùchǎng hěn yǒumíng,聞くところによるとこの劇場はとても有名だそうだ。,仮定の「如果~的话」や原因・程度を表す「得」の用法。,,如果～的话／原因の得,HSKsentences,686
687,3,他决定参加决赛，下定了决心。,"tā juédìng cānjiā juésài, xiàdìngle juéxīn",彼は決勝に参加することを決め、決意を固めた。,条件を表す「只要~就~」「只有~才~」の構文。,,只要～就～／只有～才～,HSKsentences,687
688,3,这杯咖啡绝对好喝。,zhè bēi kāfēi juéduì hǎohē,このコーヒーは絶対に美味しい。,「被/叫/给/让」を使った受身表現。,,受身形 被叫给让,HSKsentences,688
689,3,公司正在开发新产品。,gōngsī zhèngzài kāifā xīn chǎnpǐn,会社は新製品を開発している最中だ。,「一点都」で全否定、「打算」で予定を表す表現。,71,一点都～／打算～,HSKsentences,689
690,2,商店已经开业了，大门开放着。,"shāngdiàn yǐjīng kāiyè le, dàmén kāifàngzhe",店はもう開業しており、門は開いている。,方向補語「来/去」や動作の連続を表す「就」の用法。,17,補語 来去／就（連続動作）,HSKsentences,690
691,1,活动开始后，工作全面开展。,"huódòng kāishǐ hòu, gōngzuò quánmiàn kāizhǎn",活動が始まった後、仕事は全面的に展開された。,選択の「还是/或者」や「又~又~」「越来越~」の表現。,12,还是と或者／又～又～／越来越～,HSKsentences,691
692,3,他看起来很累，看上去没睡好。,"tā kànqǐlái hěn lèi, kànshàngqù méi shuìhǎo",彼は疲れているように見え、よく眠れなかったようだ。,可能補語「~得~」や「刚才/刚刚」で直前の動作を表す。,30,可能補語 得／刚才／刚刚,HSKsentences,692
693,3,这是对科技的一次考验。,zhè shì duì kējì de yí cì kǎoyàn,これは科学技術に対する一つの試練だ。,時間の長さを表す表現や「疑問詞+就+疑問詞」の用法。,,継続時間の表現／疑問詞+就+疑問詞,HSKsentences,693
694,3,这个消息来源很可靠，他还买了一瓶可乐。,"zhège xiāoxi láiyuán hěn kěkào, tā hái mǎile yì píng kělè",この情報源はとても信頼できる。彼はさらにコーラを一本買った。,「越A越B」やA跟B一样で比較・程度を表す。,,越A越B／A跟B一样,HSKsentences,694
695,3,他客观地分析问题，努力克服困难。,"tā kèguān de fēnxī wèntí, nǔlì kèfú kùnnán",彼は客観的に問題を分析し、困難を克服しようと努力した。,「A比B多一些」の比較表現や「才/就」のニュアンスの違い。,,比較 A比B多一些／才と就,HSKsentences,695
696,3,教室里的空调坏了，课程只能在空教室继续。,"jiàoshì lǐ de kōngtiáo huài le, kèchéng zhǐnéng zài kōng jiàoshì jìxù",教室のエアコンが壊れて、授業は空いた教室で続けるしかなかった。,「把」を使って目的語をどう処理するかを述べる構文。,,把構文,HSKsentences,696
697,4,他恐怕没有空儿来。,tā kǒngpà méiyǒu kòngr lái,彼は恐らく来る時間がないだろう。,同時進行の「一边~一边~」や「除了~以外~」の表現。,66,一边～一边～／除了～以外～,HSKsentences,697
698,3,他快速换了一条裤子。,tā kuàisù huànle yì tiáo kùzi,彼は素早くズボンを履き替えた。,仮定の「如果~的话」や原因・程度を表す「得」の用法。,,如果～的话／原因の得,HSKsentences,698
699,3,遇到困难时，人容易感到困。,"yù dào kùnnán shí, rén róngyì gǎndào kùn",困難に出会うと、人は疲れを感じやすい。,条件を表す「只要~就~」「只有~才~」の構文。,,只要～就～／只有～才～,HSKsentences,699
700,3,浪费粮食对老百姓不好。,làngfèi liángshi duì lǎobǎixìng bù hǎo,食糧を無駄にするのは庶民にとって良くない。,「被/叫/给/让」を使った受身表現。,,受身形 被叫给让,HSKsentences,700
701,3,老板是一位老太太，她丈夫是老头儿。,"lǎobǎn shì yí wèi lǎotàitai, tā zhàngfu shì lǎotóur",店主はおばあさんで、彼女の夫はおじいさんだ。,「一点都」で全否定、「打算」で予定を表す表現。,,一点都～／打算～,HSKsentences,701
702,3,他很乐观，总是很快乐。,"tā hěn lèguān, zǒngshì hěn kuàilè",彼はとても楽観的で、いつも楽しい。,方向補語「来/去」や動作の連続を表す「就」の用法。,,補語 来去／就（連続動作）,HSKsentences,702
703,3,这类问题和那个类似。,zhè lèi wèntí hé nàge lèisì,この種の問題はそれと類似している。,選択の「还是/或者」や「又~又~」「越来越~」の表現。,,还是と或者／又～又～／越来越～,HSKsentences,703
704,1,他们离婚后，各自住在房子里面。,"tāmen líhūn hòu, gèzì zhùzài fángzi lǐmiàn",彼らは離婚した後、それぞれ家の中に住んでいる。,可能補語「~得~」や「刚才/刚刚」で直前の動作を表す。,12,可能補語 得／刚才／刚刚,HSKsentences,704
705,3,他理解这个理论，但不理解朋友去理发的理由。,"tā lǐjiě zhège lǐlùn, dàn bù lǐjiě péngyou qù lǐfà de lǐyóu",彼はこの理論を理解しているが、友達が散髪に行く理由は理解できない。,時間の長さを表す表現や「疑問詞+就+疑問詞」の用法。,,継続時間の表現／疑問詞+就+疑問詞,HSKsentences,705
706,4,团结就是力量，他立刻利用了这股力。,"tuánjié jiùshì lìliàng, tā lìkè lìyòngle zhè gǔ lì",団結は力だ、彼はすぐにこの力を利用した。,「越A越B」やA跟B一样で比較・程度を表す。,43,越A越B／A跟B一样,HSKsentences,706
707,3,他连忙看了连续剧，连续看了好几集。,"tā liánmáng kànle liánxùjù, liánxù kànle hǎojǐ jí",彼は急いで連続ドラマを見て、続けて何話も見た。,「A比B多一些」の比較表現や「才/就」のニュアンスの違い。,,比較 A比B多一些／才と就,HSKsentences,707
708,3,各国联合起来，通过联合国保持联系。,"gèguó liánhé qǐlái, tōngguò liánhéguó bǎochí liánxì",各国は連合し、国連を通じて連絡を保っている。,「把」を使って目的語をどう処理するかを述べる構文。,30,把構文,HSKsentences,708
709,3,他喝了一杯凉水。,tā hēle yì bēi liángshuǐ,彼は冷たい水を一杯飲んだ。,同時進行の「一边~一边~」や「除了~以外~」の表現。,,一边～一边～／除了～以外～,HSKsentences,709
710,3,领导带领大家一直领先。,lǐngdǎo dàilǐng dàjiā yìzhí lǐngxiān,指導者はみんなを率いてずっとリードしている。,仮定の「如果~的话」や原因・程度を表す「得」の用法。,,如果～的话／原因の得,HSKsentences,710
711,4,另外，另一方面他也很努力。,"lìngwài, lìng yì fāng miàn tā yě hěn nǔlì",その上、もう一方では彼もとても努力している。,条件を表す「只要~就~」「只有~才~」の構文。,50,只要～就～／只有～才～,HSKsentences,711
712,1,他去国外留学，学习舞龙。,"tā qù guówài liúxué, xuéxí wǔlóng",彼は海外留学に行き、龍舞を学んでいる。,「被/叫/给/让」を使った受身表現。,5,受身形 被叫给让,HSKsentences,712
713,3,他把这段话录音录了下来。,tā bǎ zhè duàn huà lùyīn lùle xiàlái,彼はこの話を録音した。,「一点都」で全否定、「打算」で予定を表す表現。,36,一点都～／打算～,HSKsentences,713
714,2,旅行社帮我们安排了路线和旅馆。,lǚxíngshè bāng wǒmen ānpáile lùxiàn hé lǚguǎn,旅行会社は私たちにルートと旅館を手配してくれた。,方向補語「来/去」や動作の連続を表す「就」の用法。,17,補語 来去／就（連続動作）,HSKsentences,714
715,3,他心里很乱，喝了一杯绿茶。,"tā xīnlǐ hěn luàn, hēle yì bēi lǜchá",彼は心が乱れていて、緑茶を一杯飲んだ。,選択の「还是/或者」や「又~又~」「越来越~」の表現。,,还是と或者／又～又～／越来越～,HSKsentences,715
716,3,落后就会带来麻烦。,luòhòu jiù huì dàilái máfan,遅れると面倒を引き起こす。,可能補語「~得~」や「刚才/刚刚」で直前の動作を表す。,,可能補語 得／刚才／刚刚,HSKsentences,716
717,3,骑马让他感到满足。,qí mǎ ràng tā gǎndào mǎnzú,馬に乗ることは彼に満足感を与える。,時間の長さを表す表現や「疑問詞+就+疑問詞」の用法。,,継続時間の表現／疑問詞+就+疑問詞,HSKsentences,717
718,3,他慢慢改掉了这个毛病。,tā mànmàn gǎidiàole zhège máobìng,彼はゆっくりとこの欠点を直した。,「越A越B」やA跟B一样で比較・程度を表す。,,越A越B／A跟B一样,HSKsentences,718
719,3,在媒体面前解释没用。,zài méitǐ miànqián jiěshì méiyòng,メディアの前で説明しても無駄だ。,「A比B多一些」の比較表現や「才/就」のニュアンスの違い。,,比較 A比B多一些／才と就,HSKsentences,719
