id,hanzi,pinyin,meaning_ja,hsk_level,source_site
1563,加工,jiāgōng,加工する,3,HSKpractice_exercises
1564,加快,jiākuài,速める,3,HSKpractice_exercises
1565,加强,jiāqiáng,強化する,3,HSKpractice_exercises
1566,家具,jiājù,家具,3,HSKpractice_exercises
1567,家属,jiāshǔ,家族,3,HSKpractice_exercises
1568,家乡,jiāxiāng,故郷,3,HSKpractice_exercises
1569,价格,jiàgé,価格,3,HSKpractice_exercises
1570,价钱,jiàqian,値段,3,HSKpractice_exercises
1571,价值,jiàzhí,価値,3,HSKpractice_exercises
1572,架,jià,〜台(量詞),3,HSKpractice_exercises
1573,坚持,jiānchí,頑張り続ける、堅持する,3,HSKpractice_exercises
1574,坚决,jiānjué,断固として,3,HSKpractice_exercises
1575,坚强,jiānqiáng,強い,3,HSKpractice_exercises
1576,简单,jiǎndān,簡単,3,HSKpractice_exercises
1577,简直,jiǎnzhí,まったく,3,HSKpractice_exercises
1578,建,jiàn,建てる,3,HSKpractice_exercises
1579,建成,jiànchéng,完成させる,3,HSKpractice_exercises
1580,建立,jiànlì,構築する、設立する,3,HSKpractice_exercises
1581,建设,jiànshè,建設する,3,HSKpractice_exercises
1582,建议,jiànyì,提案する、提案,3,HSKpractice_exercises
1583,将近,jiāngjìn,ほぼ〜に近い,3,HSKpractice_exercises
1584,将来,jiānglái,将来,3,HSKpractice_exercises
1585,交费,jiāofèi,料金を払う,3,HSKpractice_exercises
1586,交警,jiāojǐng,交通警察,3,HSKpractice_exercises
1587,交流,jiāoliú,交流する,3,HSKpractice_exercises
1588,交往,jiāowǎng,付き合う,3,HSKpractice_exercises
1589,交易,jiāoyì,取引,3,HSKpractice_exercises
1590,较,jiào,比較的,3,HSKpractice_exercises
1591,教材,jiàocái,教材,3,HSKpractice_exercises
1592,教练,jiàoliàn,コーチ、トレーナー,3,HSKpractice_exercises
1593,结实,jiēshi,丈夫だ,3,HSKpractice_exercises
1594,接待,jiēdài,接待する,3,HSKpractice_exercises
1595,接近,jiējìn,近づく,3,HSKpractice_exercises
1596,节约,jiéyuē,節約する,3,HSKpractice_exercises
1597,结合,jiéhé,結合する,3,HSKpractice_exercises
1598,结婚,jiéhūn,結婚する,3,HSKpractice_exercises
1599,结束,jiéshù,終わる,3,HSKpractice_exercises
1600,解决,jiějué,解決する,3,HSKpractice_exercises
1601,解开,jiěkāi,解く,3,HSKpractice_exercises
1602,金,jīn,金,3,HSKpractice_exercises
1603,金牌,jīnpái,金メダル,3,HSKpractice_exercises
1604,仅,jǐn,〜のみ,3,HSKpractice_exercises
1605,仅仅,jǐnjǐn,わずかに,3,HSKpractice_exercises
1606,尽量,jǐnliàng,できるだけ,3,HSKpractice_exercises
1607,紧,jǐn,きつい,3,HSKpractice_exercises
1608,紧急,jǐnjí,緊急,3,HSKpractice_exercises
1609,紧张,jǐnzhāng,緊張する,3,HSKpractice_exercises
1610,进步,jìnbù,進歩する,3,HSKpractice_exercises
1611,进一步,jìnyíbù,さらに一歩,3,HSKpractice_exercises
1612,进展,jìnzhǎn,進展,3,HSKpractice_exercises
1613,近期,jìnqī,近々,3,HSKpractice_exercises
1614,京剧,Jīngjù,京劇,3,HSKpractice_exercises
1615,经济,jīngjì,経済,3,HSKpractice_exercises
1616,经历,jīnglì,経歴、経験,3,HSKpractice_exercises
1617,经验,jīngyàn,経験,3,HSKpractice_exercises
1618,经营,jīngyíng,経営する,3,HSKpractice_exercises
1619,精彩,jīngcǎi,素晴らしい,3,HSKpractice_exercises
1620,精神,jīngshén,精神,3,HSKpractice_exercises
1621,景色,jǐngsè,景色,3,HSKpractice_exercises
1622,警察,jǐngchá,警察,3,HSKpractice_exercises
1623,静,jìng,静か,3,HSKpractice_exercises
1624,久,jiǔ,久しい・長い,3,HSKpractice_exercises
1625,旧,jiù,古い,3,HSKpractice_exercises
1626,救,jiù,救う,3,HSKpractice_exercises
1627,就是,jiùshì,まさに・そのとおり,3,HSKpractice_exercises
1628,就业,jiùyè,就職する,3,HSKpractice_exercises
1629,举办,jǔbàn,開催する,3,HSKpractice_exercises
1630,具体,jùtǐ,具体的,3,HSKpractice_exercises
1631,具有,jùyǒu,備えている,3,HSKpractice_exercises
1632,剧场,jùchǎng,劇場,3,HSKpractice_exercises
1633,据说,jùshuō,〜だそうだ,3,HSKpractice_exercises
1634,决定,juédìng,決める、決定,3,HSKpractice_exercises
1635,决赛,juésài,決勝,3,HSKpractice_exercises
1636,决心,juéxīn,決心,3,HSKpractice_exercises
1637,绝对,juéduì,絶対に,3,HSKpractice_exercises
1638,咖啡,kāfēi,コーヒー,3,HSKpractice_exercises
1639,开发,kāifā,開発する,3,HSKpractice_exercises
1640,开放,kāifàng,オープンな,3,HSKpractice_exercises
1641,开始,kāishǐ,始まる、始める,3,HSKpractice_exercises
1642,开业,kāiyè,開業する,3,HSKpractice_exercises
1643,开展,kāizhǎn,展開する,3,HSKpractice_exercises
1644,看起来,kànqǐlái,見たところ〜だ,3,HSKpractice_exercises
1645,看上去,kànshàngqù,見たところ,3,HSKpractice_exercises
1646,考验,kǎoyàn,試練,3,HSKpractice_exercises
1647,科技,kējì,科学技術,3,HSKpractice_exercises
1648,可靠,kěkào,信頼できる,3,HSKpractice_exercises
1649,可乐,kělè,コーラ,3,HSKpractice_exercises
1650,克服,kèfú,克服する,3,HSKpractice_exercises
1651,客观,kèguān,客観的,3,HSKpractice_exercises
1652,课程,kèchéng,カリキュラム,3,HSKpractice_exercises
1653,空,kōng,空っぽ,3,HSKpractice_exercises
1654,空调,kōngtiáo,エアコン,3,HSKpractice_exercises
1655,恐怕,kǒngpà,おそらく,3,HSKpractice_exercises
1656,空儿,kòngr,暇,3,HSKpractice_exercises
1657,裤子,kùzi,ズボン,3,HSKpractice_exercises
1658,快速,kuàisù,速い,3,HSKpractice_exercises
1659,困,kùn,眠い,3,HSKpractice_exercises
1660,困难,kùnnán,困難,3,HSKpractice_exercises
1661,浪费,làngfèi,浪費する,3,HSKpractice_exercises
1662,老百姓,lǎobǎixìng,一般庶民,3,HSKpractice_exercises
1663,老板,lǎobǎn,社長・店主,3,HSKpractice_exercises
1664,老太太,lǎotàitai,おばあさん,3,HSKpractice_exercises
1665,老头儿,lǎotóur,おじいさん,3,HSKpractice_exercises
1666,乐,lè,楽しい,3,HSKpractice_exercises
1667,乐观,lèguān,楽観的,3,HSKpractice_exercises
1668,类,lèi,種類,3,HSKpractice_exercises
1669,类似,lèisì,類似する,3,HSKpractice_exercises
1670,离婚,líhūn,離婚する,3,HSKpractice_exercises
1671,里面,lǐmiàn,中に,3,HSKpractice_exercises
1672,理发,lǐfà,理髪する,3,HSKpractice_exercises
1673,理解,lǐjiě,理解する,3,HSKpractice_exercises
1674,理论,lǐlùn,理論,3,HSKpractice_exercises
1675,理由,lǐyóu,理由,3,HSKpractice_exercises
1676,力,lì,力、パワー；〜力（能力・勢力を表す接尾辞、例：影响力＝影響力）,3,HSKpractice_exercises
1677,力量,lìliàng,力,3,HSKpractice_exercises
1678,立刻,lìkè,すぐに,3,HSKpractice_exercises
1679,利用,lìyòng,利用する,3,HSKpractice_exercises
1680,连,lián,〜さえ,3,HSKpractice_exercises
1681,连忙,liánmáng,急いで,3,HSKpractice_exercises
1682,连续,liánxù,連続する,3,HSKpractice_exercises
1683,连续剧,liánxùjù,連続ドラマ,3,HSKpractice_exercises
1684,联合,liánhé,連合する,3,HSKpractice_exercises
1685,联合国,Liánhéguó,国連,3,HSKpractice_exercises
1686,联系,liánxì,連絡する,3,HSKpractice_exercises
1687,凉水,liángshuǐ,冷たい水,3,HSKpractice_exercises
1688,领,lǐng,受け取る・率いる,3,HSKpractice_exercises
1689,领导,lǐngdǎo,上司、リーダー,3,HSKpractice_exercises
1690,领先,lǐngxiān,リードする,3,HSKpractice_exercises
1691,另外,lìngwài,そのほか、別に,3,HSKpractice_exercises
1692,另一方面,lìngyìfāngmiàn,他方では（「一方面…另一方面…」の形で対比を表す）,3,HSKpractice_exercises
1693,留学,liúxué,留学する,3,HSKpractice_exercises
1694,龙,lóng,竜,3,HSKpractice_exercises
1695,录,lù,録音・録画する,3,HSKpractice_exercises
1696,录音,lùyīn,録音する,3,HSKpractice_exercises
1697,路线,lùxiàn,路線,3,HSKpractice_exercises
1698,旅馆,lǚguǎn,旅館・ホテル,3,HSKpractice_exercises
1699,旅行社,lǚxíngshè,旅行会社,3,HSKpractice_exercises
1700,绿茶,lǜchá,緑茶,3,HSKpractice_exercises
1701,乱,luàn,乱れている,3,HSKpractice_exercises
1702,落后,luòhòu,遅れている,3,HSKpractice_exercises
1703,麻烦,máfán,面倒をかける、お手数をかける,3,HSKpractice_exercises
1704,马,mǎ,馬,3,HSKpractice_exercises
1705,满足,mǎnzú,満足する,3,HSKpractice_exercises
1706,慢慢,mànmàn,ゆっくりと,3,HSKpractice_exercises
1707,毛病,máobìng,故障・欠点,3,HSKpractice_exercises
1708,没用,méiyòng,役に立たない,3,HSKpractice_exercises
1709,媒体,méitǐ,メディア,3,HSKpractice_exercises
1710,每,měi,毎〜,3,HSKpractice_exercises
1711,美,měi,美しい,3,HSKpractice_exercises
1712,美好,měihǎo,美しい・素晴らしい,3,HSKpractice_exercises
1713,美丽,měilì,美しい,3,HSKpractice_exercises
1714,美食,měishí,美食,3,HSKpractice_exercises
1715,美术,měishù,美術,3,HSKpractice_exercises
1716,美元,měiyuán,米ドル,3,HSKpractice_exercises
1717,迷,mí,夢中になる・ファン,3,HSKpractice_exercises
1718,面对,miànduì,向き合う,3,HSKpractice_exercises
1719,面积,miànjī,面積,3,HSKpractice_exercises
1720,民间,mínjiān,民間,3,HSKpractice_exercises
1721,民族,mínzú,民族,3,HSKpractice_exercises
1722,明确,míngquè,明確にする,3,HSKpractice_exercises
1723,明显,míngxiǎn,明らかだ,3,HSKpractice_exercises
1724,命运,mìngyùn,運命,3,HSKpractice_exercises
1725,某,mǒu,ある(不特定),3,HSKpractice_exercises
1726,母亲,mǔqīn,母親,3,HSKpractice_exercises
1727,木头,mùtou,木材,3,HSKpractice_exercises
1728,目标,mùbiāo,目標,3,HSKpractice_exercises
1729,目前,mùqián,現在、目下,3,HSKpractice_exercises
1730,奶茶,nǎichá,ミルクティー,3,HSKpractice_exercises
1731,男子,nánzǐ,男子,3,HSKpractice_exercises
1732,南部,nánbù,南部,3,HSKpractice_exercises
1733,难道,nándào,まさか〜ではないだろう,3,HSKpractice_exercises
1734,难度,nándù,難易度,3,HSKpractice_exercises
1735,内,nèi,内部,3,HSKpractice_exercises
1736,内容,nèiróng,内容,3,HSKpractice_exercises
1737,内心,nèixīn,内心,3,HSKpractice_exercises
1738,能不能,néng bu néng,できるかどうか,3,HSKpractice_exercises
1739,能力,nénglì,能力,3,HSKpractice_exercises
1740,年初,niánchū,年初,3,HSKpractice_exercises
1741,年代,niándài,年代,3,HSKpractice_exercises
1742,年底,niándǐ,年末,3,HSKpractice_exercises
1743,年纪,niánjì,年齢,3,HSKpractice_exercises
1744,念,niàn,読む・思う,3,HSKpractice_exercises
1745,牛,niú,牛,3,HSKpractice_exercises
1746,农村,nóngcūn,農村,3,HSKpractice_exercises
1747,农民,nóngmín,農民,3,HSKpractice_exercises
1748,农业,nóngyè,農業,3,HSKpractice_exercises
1749,女子,nǚzǐ,女子,3,HSKpractice_exercises
1750,暖和,nuǎnhuo,暖かい,3,HSKpractice_exercises
1751,拍,pāi,叩く・撮る,3,HSKpractice_exercises
1752,排名,páimíng,ランキング,3,HSKpractice_exercises
1753,牌子,páizi,ブランド・看板,3,HSKpractice_exercises
1754,派,pài,派遣する,3,HSKpractice_exercises
1755,判断,pànduàn,判断する,3,HSKpractice_exercises
1756,胖,pàng,太っている,3,HSKpractice_exercises
1757,跑步,pǎobù,走る、ランニングする,3,HSKpractice_exercises
1758,配,pèi,組み合わせる,3,HSKpractice_exercises
1759,配合,pèihé,息を合わせる、共演する,3,HSKpractice_exercises
1760,批评,pīpíng,批判する,3,HSKpractice_exercises
1761,批准,pīzhǔn,承認する,3,HSKpractice_exercises
1762,皮,pí,皮,3,HSKpractice_exercises
1763,皮包,píbāo,革かばん,3,HSKpractice_exercises
1764,啤酒,píjiǔ,ビール,3,HSKpractice_exercises
1765,票价,piàojià,運賃,3,HSKpractice_exercises
1766,评价,píngjià,評価する,3,HSKpractice_exercises
1767,苹果,píngguǒ,りんご,3,HSKpractice_exercises
1768,破,pò,破れる,3,HSKpractice_exercises
1769,破坏,pòhuài,破壊する,3,HSKpractice_exercises
1770,普遍,pǔbiàn,普遍的、一般的,3,HSKpractice_exercises
1771,普及,pǔjí,普及する,3,HSKpractice_exercises
1772,期,qī,期間,3,HSKpractice_exercises
1773,齐,qí,揃っている,3,HSKpractice_exercises
1774,其次,qícì,次に,3,HSKpractice_exercises
1775,其实,qíshí,実は,3,HSKpractice_exercises
1776,奇怪,qíguài,奇妙,3,HSKpractice_exercises
1777,气候,qìhòu,気候,3,HSKpractice_exercises
1778,千万,qiānwàn,くれぐれも,3,HSKpractice_exercises
1779,前后,qiánhòu,前後,3,HSKpractice_exercises
1780,前进,qiánjìn,前進する,3,HSKpractice_exercises
1781,前面,qiánmiàn,前,3,HSKpractice_exercises
1782,前往,qiánwǎng,向かう,3,HSKpractice_exercises
1783,强,qiáng,強い,3,HSKpractice_exercises
1784,强大,qiángdà,強大,3,HSKpractice_exercises
1785,强调,qiángdiào,強調する,3,HSKpractice_exercises
1786,强烈,qiángliè,強烈,3,HSKpractice_exercises
1787,桥,qiáo,橋,3,HSKpractice_exercises
1788,巧,qiǎo,巧妙・ちょうど,3,HSKpractice_exercises
1789,亲,qīn,親しい,3,HSKpractice_exercises
1790,亲切,qīnqiè,親切,3,HSKpractice_exercises
1791,亲人,qīnrén,肉親,3,HSKpractice_exercises
1792,亲自,qīnzì,自ら,3,HSKpractice_exercises
1793,情感,qínggǎn,感情,3,HSKpractice_exercises
1794,情况,qíngkuàng,状況,3,HSKpractice_exercises
1795,请教,qǐngjiào,教えを請う,3,HSKpractice_exercises
1796,庆祝,qìngzhù,祝う,3,HSKpractice_exercises
1797,球迷,qiúmí,スポーツファン,3,HSKpractice_exercises
1798,区,qū,区,3,HSKpractice_exercises
1799,区别,qūbié,区別,3,HSKpractice_exercises
1800,取消,qǔxiāo,取り消す,3,HSKpractice_exercises
1801,去世,qùshì,亡くなる,3,HSKpractice_exercises
1802,全场,quánchǎng,会場全体,3,HSKpractice_exercises
1803,全面,quánmiàn,全面的な,3,HSKpractice_exercises
1804,全球,quánqiú,グローバル、全世界,3,HSKpractice_exercises
1805,缺,quē,欠ける,3,HSKpractice_exercises
1806,缺点,quēdiǎn,欠点,3,HSKpractice_exercises
1807,缺少,quēshǎo,不足する,3,HSKpractice_exercises
1808,确保,quèbǎo,確保する,3,HSKpractice_exercises
1809,确定,quèdìng,確定する,3,HSKpractice_exercises
1810,确实,quèshí,確かに,3,HSKpractice_exercises
1811,裙子,qúnzi,スカート,3,HSKpractice_exercises
1812,群,qún,群れ,3,HSKpractice_exercises
1813,热爱,rè'ài,熱愛する,3,HSKpractice_exercises
1814,热烈,rèliè,熱烈,3,HSKpractice_exercises
1815,人才,réncái,人材,3,HSKpractice_exercises
1816,人工,réngōng,人工,3,HSKpractice_exercises
1817,人类,rénlèi,人類,3,HSKpractice_exercises
1818,人民,rénmín,人民,3,HSKpractice_exercises
1819,人民币,Rénmínbì,人民元,3,HSKpractice_exercises
1820,人群,rénqún,人々の群れ,3,HSKpractice_exercises
1821,人生,rénshēng,人生,3,HSKpractice_exercises
1822,人员,rényuán,人員,3,HSKpractice_exercises
1823,认出,rènchū,見分ける,3,HSKpractice_exercises
1824,认得,rènde,見覚えがある,3,HSKpractice_exercises
1825,认可,rènkě,認可する,3,HSKpractice_exercises
1826,任,rèn,任せる,3,HSKpractice_exercises
1827,任何,rènhé,いかなる,3,HSKpractice_exercises
1828,任务,rènwu,任務,3,HSKpractice_exercises
1829,仍,réng,依然として,3,HSKpractice_exercises
1830,仍然,réngrán,依然として,3,HSKpractice_exercises
1831,日常,rìcháng,日常,3,HSKpractice_exercises
1832,容易,róngyì,簡単だ、〜しやすい,3,HSKpractice_exercises
1833,如何,rúhé,どのように,3,HSKpractice_exercises
1834,散步,sànbù,散歩する,3,HSKpractice_exercises
1835,沙发,shāfā,ソファー,3,HSKpractice_exercises
1836,沙子,shāzi,砂,3,HSKpractice_exercises
1837,伤,shāng,傷,3,HSKpractice_exercises
1838,伤心,shāngxīn,悲しむ,3,HSKpractice_exercises
1839,商品,shāngpǐn,商品,3,HSKpractice_exercises
1840,商业,shāngyè,商業,3,HSKpractice_exercises
1841,上来,shànglái,上がってくる,3,HSKpractice_exercises
1842,上面,shàngmiàn,上,3,HSKpractice_exercises
1843,上去,shàngqù,上がっていく,3,HSKpractice_exercises
1844,上升,shàngshēng,上昇する,3,HSKpractice_exercises
1845,上衣,shàngyī,上着,3,HSKpractice_exercises
1846,设备,shèbèi,設備,3,HSKpractice_exercises
1847,设计,shèjì,デザイン、設計,3,HSKpractice_exercises
1848,设立,shèlì,設立する、設定する,3,HSKpractice_exercises
1849,社会,shèhuì,社会,3,HSKpractice_exercises
1850,身份证,shēnfènzhèng,身分証,3,HSKpractice_exercises
1851,深,shēn,深い,3,HSKpractice_exercises
1852,深刻,shēnkè,深い(印象等),3,HSKpractice_exercises
1853,深入,shēnrù,深く入り込む,3,HSKpractice_exercises
1854,升,shēng,上がる,3,HSKpractice_exercises
1855,生产,shēngchǎn,生産する,3,HSKpractice_exercises
1856,生存,shēngcún,生存する,3,HSKpractice_exercises
1857,生动,shēngdòng,生き生きとした,3,HSKpractice_exercises
1858,生命,shēngmìng,生命,3,HSKpractice_exercises
1859,生意,shēngyi,商売,3,HSKpractice_exercises
1860,生长,shēngzhǎng,成長する,3,HSKpractice_exercises
1861,声明,shēngmíng,声明,3,HSKpractice_exercises
1862,胜,shèng,勝つ,3,HSKpractice_exercises
1863,胜利,shènglì,勝利する,3,HSKpractice_exercises
1864,失去,shīqù,失う,3,HSKpractice_exercises
1865,石头,shítou,石,3,HSKpractice_exercises
1866,石油,shíyóu,石油,3,HSKpractice_exercises
1867,时,shí,〜時,3,HSKpractice_exercises
1868,时代,shídài,時代,3,HSKpractice_exercises
1869,时刻,shíkè,時刻,3,HSKpractice_exercises
1870,实际上,shíjìshang,実際は,3,HSKpractice_exercises
1871,实力,shílì,実力,3,HSKpractice_exercises
1872,实行,shíxíng,実行する,3,HSKpractice_exercises
1873,实验,shíyàn,実験,3,HSKpractice_exercises
1874,实验室,shíyànshì,実験室,3,HSKpractice_exercises
1875,食品,shípǐn,食品,3,HSKpractice_exercises
1876,使,shǐ,〜させる,3,HSKpractice_exercises
1877,始终,shǐzhōng,終始,3,HSKpractice_exercises
1878,世纪,shìjì,世紀,3,HSKpractice_exercises
1879,世界,shìjiè,世界,3,HSKpractice_exercises
1880,世界杯,Shìjièbēi,ワールドカップ,3,HSKpractice_exercises
